layer,group,C,tensor_max,outlier_ratio,kurtosis,frac_outlier_ch
backbone.encoder_layers.2.blocks.7.attn.proj,encoder/attn,2048,9.688,3.147,11.71,0
backbone.encoder_layers.2.blocks.4.mlp.fc2,encoder/mlp,8192,9.312,3.137,114.3,0
backbone.decoder_layers.1.blocks.9.attn.proj,decoder/attn,1024,14.56,3.128,7.797,0
backbone.decoder_layers.1.blocks.5.mlp.fc2,decoder/mlp,4096,6.906,3.113,52.59,0
backbone.decoder_layers.0.blocks.0.mlp.fc2,decoder/mlp,8192,10.5,3.111,38.2,0
backbone.encoder_layers.2.blocks.4.attn.proj,encoder/attn,2048,9.125,3.09,10.91,0
backbone.decoder_layers.0.blocks.0.attn.proj,decoder/attn,2048,10.19,3.075,10.15,0
backbone.decoder_layers.0.blocks.1.attn.proj,decoder/attn,2048,11.75,3.045,9.67,0
backbone.decoder_layers.0.blocks.7.mlp.fc2,decoder/mlp,8192,11.25,3.013,61.14,0
backbone.decoder_layers.1.blocks.1.mlp.fc2,decoder/mlp,4096,5.188,3.005,32.88,0
backbone.decoder_layers.1.blocks.9.attn.qkv,decoder/attn,1024,8.974,2.947,15.94,0
backbone.encoder_layers.1.blocks.1.attn.proj,encoder/attn,1024,13.81,2.908,9.32,0
backbone.decoder_layers.0.blocks.3.mlp.fc2,decoder/mlp,8192,10.44,2.904,40.26,0
backbone.decoder_layers.2.blocks.1.attn.proj,decoder/attn,512,37.75,2.89,9.032,0
backbone.decoder_layers.0.blocks.4.attn.proj,decoder/attn,2048,12.31,2.876,7.566,0
backbone.decoder_layers.1.blocks.1.attn.proj,decoder/attn,1024,6.438,2.861,13.55,0
backbone.decoder_layers.0.blocks.5.mlp.fc2,decoder/mlp,8192,10.5,2.86,36.75,0
backbone.encoder_layers.2.blocks.0.attn.proj,encoder/attn,2048,8.5,2.833,7.544,0
backbone.encoder_layers.2.blocks.7.mlp.fc2,encoder/mlp,8192,8.562,2.825,89.99,0
backbone.decoder_layers.0.blocks.4.mlp.fc2,decoder/mlp,8192,10.44,2.807,35.78,0
backbone.decoder_layers.1.blocks.3.attn.proj,decoder/attn,1024,6.938,2.792,11.9,0
backbone.decoder_layers.1.blocks.9.mlp.fc1,decoder/mlp,1024,8.973,2.772,14.98,0
backbone.decoder_layers.1.blocks.6.attn.proj,decoder/attn,1024,11.31,2.763,8.501,0
backbone.decoder_layers.0.blocks.1.mlp.fc2,decoder/mlp,8192,9.375,2.703,78.27,0
backbone.decoder_layers.1.blocks.0.attn.proj,decoder/attn,1024,6.781,2.696,10.56,0
backbone.encoder_layers.2.blocks.5.attn.proj,encoder/attn,2048,8.125,2.694,10.11,0
backbone.decoder_layers.0.blocks.2.mlp.fc2,decoder/mlp,8192,9.375,2.691,40.65,0
backbone.decoder_layers.1.blocks.3.mlp.fc2,decoder/mlp,4096,5.188,2.635,24.05,0
backbone.encoder_layers.1.blocks.9.attn.proj,encoder/attn,1024,15.56,2.607,8.748,0
backbone.decoder_layers.1.upsample.lin1,decoder/misc,1024,8.978,2.589,14.11,0
backbone.decoder_layers.1.blocks.2.attn.proj,decoder/attn,1024,5.844,2.562,10.85,0
backbone.encoder_layers.2.blocks.6.attn.proj,encoder/attn,2048,7.875,2.558,9.026,0
backbone.encoder_layers.0.blocks.5.attn.proj,encoder/attn,512,9.375,2.532,18.25,0
backbone.decoder_layers.1.blocks.4.mlp.fc2,decoder/mlp,4096,5.375,2.529,32.88,0
backbone.decoder_layers.0.blocks.6.attn.proj,decoder/attn,2048,12.69,2.461,6.641,0
backbone.decoder_layers.1.blocks.5.attn.proj,decoder/attn,1024,8.062,2.445,9.269,0
backbone.encoder_layers.1.blocks.8.attn.proj,encoder/attn,1024,12.5,2.439,7.187,0
decoder.level_decoder.layers.0.0.to_out,decoder/misc,1024,93.46,2.438,4.676,0
backbone.encoder_layers.2.blocks.1.attn.proj,encoder/attn,2048,7.344,2.435,7.05,0
backbone.decoder_layers.1.blocks.7.attn.proj,decoder/attn,1024,11.12,2.405,7.47,0
backbone.decoder_layers.1.upsample.lin2,decoder/misc,512,7.073,2.349,5.475,0
backbone.decoder_layers.0.blocks.3.attn.proj,decoder/attn,2048,9.75,2.346,6.654,0
backbone.decoder_layers.1.blocks.8.attn.proj,decoder/attn,1024,12.19,2.335,8.588,0
backbone.encoder_layers.1.blocks.6.attn.proj,encoder/attn,1024,8.938,2.335,6.985,0
backbone.decoder_layers.0.blocks.6.mlp.fc2,decoder/mlp,8192,8.75,2.314,44.29,0
backbone.decoder_layers.1.blocks.2.mlp.fc2,decoder/mlp,4096,4.344,2.307,18.64,0
backbone.decoder_layers.0.blocks.5.attn.proj,decoder/attn,2048,11.44,2.302,6.155,0
backbone.decoder_layers.0.blocks.7.attn.proj,decoder/attn,2048,12,2.182,6.175,0
encoder.level_agg.layers.0.0.to_kv,encoder/misc,512,28.88,2.159,4.987,0
backbone.encoder_layers.1.blocks.7.attn.proj,encoder/attn,1024,10.38,2.142,7.059,0
backbone.decoder_layers.2.blocks.4.attn.proj,decoder/attn,512,43,2.137,8.045,0
backbone.decoder_layers.2.blocks.0.attn.proj,decoder/attn,512,43.25,2.097,6.794,0
backbone.decoder_layers.2.blocks.3.attn.proj,decoder/attn,512,30,2.087,8.002,0
backbone.encoder_layers.1.blocks.5.attn.proj,encoder/attn,1024,8.25,2.071,6.784,0
backbone.encoder_layers.1.blocks.3.attn.proj,encoder/attn,1024,7.094,2.054,7.014,0
backbone.decoder_layers.2.blocks.5.attn.proj,decoder/attn,512,31.12,2.016,7.495,0
encoder.lead_time_embed,encoder/misc,512,1,1.42,1.541,0
backbone.time_mlp.0,backbone/mlp,512,1,1.42,1.541,0
encoder.absolute_time_embed,encoder/misc,512,1,1.011,1.501,0
encoder.atmos_levels_embed,encoder/misc,512,1,1.004,1.556,0
decoder.atmos_levels_embed,decoder/misc,1024,1,1.004,1.567,0
encoder.pos_embed,encoder/misc,512,1,1,1.501,0
encoder.scale_embed,encoder/misc,512,1,1,1.698,0
