seed,k,cost,config
18,15,0.70132,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
18,16,0.816197,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
18,17,0.85066,bf16:cond_embed|dec0_attn|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
18,18,0.942562,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
18,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
19,0,0,
19,1,0.00154814,bf16:decoder_heads
19,2,0.0360112,bf16:dec2_attn|decoder_heads
19,3,0.150888,bf16:dec2_attn|decoder_heads|enc1_mlp
19,4,0.20317,bf16:dec2_attn|decoder_heads|enc1_mlp|enc2_attn
19,5,0.295071,bf16:dec0_mlp|dec2_attn|decoder_heads|enc1_mlp|enc2_attn
19,6,0.329534,bf16:dec0_mlp|dec2_attn|decoder_heads|enc0_attn|enc1_mlp|enc2_attn
19,7,0.329537,bf16:dec0_mlp|dec2_attn|decoder_heads|enc0_attn|enc1_mlp|enc2_attn|film
19,8,0.381819,bf16:dec0_attn|dec0_mlp|dec2_attn|decoder_heads|enc0_attn|enc1_mlp|enc2_attn|film
19,9,0.450745,bf16:dec0_attn|dec0_mlp|dec2_attn|decoder_heads|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|film
19,10,0.45936,bf16:dec0_attn|dec0_mlp|dec2_attn|decoder_heads|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|film|upsample
19,11,0.574237,bf16:dec0_attn|dec0_mlp|dec1_mlp|dec2_attn|decoder_heads|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|film|upsample
19,12,0.597213,bf16:dec0_attn|dec0_mlp|dec1_mlp|dec2_attn|decoder_heads|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|encoder_io|film|upsample
19,13,0.597931,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_attn|decoder_heads|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|encoder_io|film|upsample
19,14,0.603675,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_attn|decoder_heads|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|encoder_io|film|upsample
19,15,0.672601,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|encoder_io|film|upsample
19,16,0.730039,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|encoder_io|film|upsample
19,17,0.821941,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
19,18,0.942562,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
19,19,1,bf16:cond_embed|dec0_attn|dec0_mlp|dec1_attn|dec1_mlp|dec2_attn|dec2_mlp|decoder_heads|decoder_io|downsample|enc0_attn|enc0_mlp|enc1_attn|enc1_mlp|enc2_attn|enc2_mlp|encoder_io|film|upsample
