scheme,group,lead,mean_physics_share_old,mean_rmse_share_old,mean_physics_abs_svr_old,mean_rmse_abs_svr_old,mean_physics_share_new,mean_rmse_share_new,mean_physics_abs_svr_new,mean_rmse_abs_svr_new,standard_share,standard_svr,balance_share,balance_svr,conservation_share,conservation_svr,spectral_share,spectral_svr,extremes_share,extremes_svr,perturbation_share,perturbation_svr,legacy_mean_physics_share,legacy_mean_physics_abs_svr
W4,head,24,0.2594979610783577,0.2332937745781495,1.7364610893230246,0.7162495159757772,0.3111204118049899,0.2332937745781495,4.7197217380193965,0.7162495159757772,0.2332937745781495,0.7162495159757772,0.4574947482448908,2.8592868172179027,0.1647460753650891,6.580156658820891,0.1634577710691564,0.392372863136656,0.0713533670708065,0.1229132341586444,0.4390074615216207,,0.2594979610783577,1.7364610893230246
W4,embed,72,0.3051305944149668,0.1312842015666138,1.2200600602398166,0.348145107912554,1.8106965396819648,0.1312842015666138,2.4620804355446677,0.348145107912554,0.1312842015666138,0.348145107912554,0.1381773331018369,1.2236070085354205,3.4832157462620934,3.700553862553914,0.0319483527634027,0.5612400525439656,-0.122666835521807,0.3451021426781304,0.050251487670701,,0.3051305944149668,1.2200600602398166
W4,b0-5_attn,72,-0.0037774330339572,0.0113326870753402,0.0316276689029856,0.0268529111156441,0.0159395263658234,0.0113326870753402,0.0424252279616572,0.0268529111156441,0.0113326870753402,0.0268529111156441,0.0011169492304588,0.0336957921999014,0.0307621035011881,0.0511546637234129,-0.0486509463172805,0.0504456035498059,0.030646688048357,0.0127447013384642,0.0011327343800627,,-0.0037774330339572,0.0316276689029856
W4,b0-5_mlp,72,0.0029418598195758,0.0103109773549307,0.0470662093957657,0.0288510985707847,-0.0344195151160363,0.0103109773549307,0.0829410481678915,0.0288510985707847,0.0103109773549307,0.0288510985707847,0.0052195462814492,0.0742776316990243,-0.0740585765135218,0.0916044646367586,0.014455203094038,0.0224135507983315,-0.0135526717626762,0.0219765018841262,0.0020716480760266,,0.0029418598195758,0.0470662093957657
W4,b6-11_attn,72,0.0137102393066555,0.1528131669150247,0.1110534009078722,0.3666551353647722,0.0406717109005989,0.1528131669150247,0.170274059117064,0.3666551353647722,0.1528131669150247,0.3666551353647722,0.01568046128295,0.1435390693684788,0.0656629605182479,0.1970090488656492,0.003072601194284,0.0743417692286956,-0.0128023496467154,0.048793127277887,0.0114835009451489,,0.0137102393066555,0.1110534009078722
W4,b6-11_mlp,72,-0.0066698588908727,0.0583681110538238,0.0850137260456563,0.143749607450738,0.0332715120746949,0.0583681110538238,0.0872832491957514,0.143749607450738,0.0583681110538238,0.143749607450738,0.0110526123700478,0.0759792770554524,0.0554904117793419,0.0985872213360504,-0.0274163026842704,0.0669623402730166,-0.0738166353063688,0.1217657358412348,0.005423538813433,,-0.0066698588908727,0.0850137260456563
W4,b12-17_attn,72,0.0141069547168011,0.0310752097530247,0.0715150001638699,0.0784865462864205,-0.0031875071439455,0.0310752097530247,0.0740431587889059,0.0784865462864205,0.0310752097530247,0.0784865462864205,0.0048096093062704,0.1129853016691714,-0.0111846235941615,0.0351010159086404,0.0781868444556075,0.1036187711186679,-0.0662019336180123,0.0421815058082906,0.0049677557403871,,0.0141069547168011,0.0715150001638699
W4,b12-17_mlp,72,-0.0163340129643672,0.0342287756260199,0.0972064099919289,0.0869792650743651,-0.0966954906417591,0.0342287756260199,0.0989133658684073,0.0869792650743651,0.0342287756260199,0.0869792650743651,0.0147325192370655,0.1195226997766679,-0.2081235005205839,0.0783040319601466,-0.0062273658771687,0.1361625770183851,-0.0056658351196272,0.047768231697389,0.0072766287222442,,-0.0163340129643672,0.0972064099919289
W4,b18-23_attn,72,0.042440317465473,0.0571962514705392,0.2014827155042155,0.1436635554398153,0.0842160065651627,0.0571962514705392,0.2508419039522863,0.1436635554398153,0.0571962514705392,0.1436635554398153,0.0419662601841717,0.2480550325044514,0.1264657529461537,0.2536287754001213,0.0086082850744572,0.1033947773307636,0.0634811367255956,0.1124140419082478,0.0562541820504566,,0.042440317465473,0.2014827155042155
W4,b18-23_mlp,72,0.250862692553834,0.2000251457242114,2.7267761571285303,0.5327431763419853,0.1709439849865128,0.2000251457242114,7.212811006946827,0.5327431763419853,0.2000251457242114,0.5327431763419853,0.1483456325927071,1.141224497433007,0.1935423373803185,13.284397516460649,0.2805430968237997,0.4605253068600972,0.2416859122941552,0.269501628294264,0.2697553821238891,,0.250862692553834,2.7267761571285303
W4,adaln,72,0.0441827223354952,0.0188673818013555,0.6798392158722475,0.0612798113081693,0.4366647361350684,0.0188673818013555,1.0442190611443511,0.0612798113081693,0.0188673818013555,0.0612798113081693,0.0990697914480649,1.6651241174990137,0.7742596808220719,0.4233140047896888,-0.1420012836688155,0.7665682182158734,0.1646563400935281,0.2671947824668672,0.0395837419248176,,0.0441827223354952,0.6798392158722475
W4,head,72,0.2695449718870078,0.2532891776385708,2.9767469845607404,0.6233142768864269,0.3172806305853378,0.2532891776385708,7.921974326216633,0.6233142768864269,0.2532891776385708,0.6233142768864269,0.5490386537543276,8.197581768706987,0.0855226074163481,7.646366883726279,-0.0007456116829355,0.3561871071405237,0.1949027992882235,0.220401692435173,0.4282354541367625,,0.2695449718870078,2.9767469845607404
W4,embed,120,0.2484911807307849,0.1464928314672628,1.4764855859178725,0.214196455805867,0.3233998426987499,0.1464928314672628,2.658219074564789,0.214196455805867,0.1464928314672628,0.214196455805867,0.107552550772543,1.5550656022926637,0.5392471346249569,3.7613725468369146,0.4293397229011218,0.5221938483105499,0.1257905068847219,0.6754221307830992,0.0437062207989651,,0.2484911807307849,1.4764855859178725
W4,b0-5_attn,120,-0.0053366247999445,0.0171679488428791,0.0423120936474066,0.0196842986116027,-0.0029652805018047,0.0171679488428791,0.0478842002275451,0.0196842986116027,0.0171679488428791,0.0196842986116027,0.0013894544283146,0.0347089688874677,-0.007320015431924,0.0610594315676225,-0.0161320367199954,0.0653351411237706,-0.0024906910285803,0.0044210017866942,0.0009031854119877,,-0.0053366247999445,0.0423120936474066
