# per-initialisation RMSE degradation vs FP32, percent. source=harness_results.pt vars=7. Spread over inits is WEATHER VARIABILITY, not an interval on the mean -- inits are autocorrelated and n_eff is well below n.
tag,lead,init,deg_pct
W8A8_span2,24,9,3.29214
W8A8_span2,24,10,2.64524
W8A8_span2,24,11,3.65818
W8A8_span2,24,12,3.23643
W8A8_span2,24,13,2.32528
W8A8_span2,24,14,2.63787
W8A8_span2,24,15,3.25762
W8A8_span2,24,16,2.40217
W8A8_span2,24,17,2.60166
W8A8_span2,24,18,2.63747
W8A8_span2,24,19,3.07048
W8A8_span2,24,20,2.76658
W8A8_span2,24,21,1.38681
W8A8_span2,24,22,2.68528
W8A8_span2,24,23,2.20387
W8A8_span2,24,24,2.22836
W8A8_span2,24,25,2.80352
W8A8_span2,24,26,2.6141
W8A8_span2,24,27,2.32453
W8A8_span2,24,28,2.16839
W8A8_span2,24,29,2.38218
W8A8_span2,24,30,2.58265
W8A8_span2,24,31,2.35715
W8A8_span2,24,32,3.44455
W8A8_span2,24,33,2.68641
W8A8_span2,24,34,2.4325
W8A8_span2,24,35,2.71072
W8A8_span2,24,36,2.98546
W8A8_span2,24,37,2.80003
W8A8_span2,24,38,2.42906
W8A8_span2,24,39,3.80444
W8A8_span2,24,40,3.05065
W8A8_span2,24,41,1.94803
W8A8_span2,24,42,2.37674
W8A8_span2,24,43,2.48289
W8A8_span2,24,44,1.89876
W8A8_span2,24,45,2.97654
W8A8_span2,24,46,2.56254
