# per (initialisation, variable) RMSE for the config and FP32. source=harness_results.pt. Raw material for the POOLED bootstrap: pooling happens inside each resample, so a pre-collapsed degradation series cannot produce it.
tag,lead,init,var,r_cfg,r_ref
ceiling,24,45,mean_sea_level_pressure,49.83726883,49.84808731
ceiling,24,45,specific_humidity_700,0.0005984595628,0.0005986114265
ceiling,24,45,u_component_of_wind_500,1.525410771,1.525820017
ceiling,24,45,v_component_of_wind_500,1.510031104,1.510663509
ceiling,24,46,geopotential_500,50.04163361,50.02460861
ceiling,24,46,temperature_850,0.6518313885,0.6518722773
ceiling,24,46,2m_temperature,0.6942884922,0.6940207481
ceiling,24,46,mean_sea_level_pressure,55.12905884,55.04626083
ceiling,24,46,specific_humidity_700,0.0006242777454,0.000624420878
ceiling,24,46,u_component_of_wind_500,1.619359851,1.619361162
ceiling,24,46,v_component_of_wind_500,1.619124174,1.618908286
ceiling,24,47,geopotential_500,51.42085648,51.42254639
ceiling,24,47,temperature_850,0.6559784412,0.6559413075
ceiling,24,47,2m_temperature,0.7741546035,0.774133265
ceiling,24,47,mean_sea_level_pressure,51.10778809,51.09952164
ceiling,24,47,specific_humidity_700,0.0006134177675,0.0006135103758
ceiling,24,47,u_component_of_wind_500,1.6095047,1.609885573
ceiling,24,47,v_component_of_wind_500,1.626506329,1.62648499
ceiling,72,0,geopotential_500,130.9046326,130.7757568
ceiling,72,0,temperature_850,1.145885229,1.145304322
ceiling,72,0,2m_temperature,1.125569463,1.124684215
ceiling,72,0,mean_sea_level_pressure,131.8030396,131.4634399
ceiling,72,0,specific_humidity_700,0.001042383607,0.001042313874
ceiling,72,0,u_component_of_wind_500,2.958515167,2.953680992
ceiling,72,0,v_component_of_wind_500,2.956506968,2.9530828
ceiling,72,1,geopotential_500,140.8804474,140.9820099
ceiling,72,1,temperature_850,1.1675843,1.167697668
ceiling,72,1,2m_temperature,1.236849666,1.23638308
ceiling,72,1,mean_sea_level_pressure,136.8713531,136.8646698
ceiling,72,1,specific_humidity_700,0.001042055548,0.001041184762
ceiling,72,1,u_component_of_wind_500,3.168262959,3.166109324
ceiling,72,1,v_component_of_wind_500,3.251460314,3.251502275
ceiling,72,2,geopotential_500,141.4087219,140.9222717
ceiling,72,2,temperature_850,1.129302382,1.12778008
ceiling,72,2,2m_temperature,1.181378961,1.181157589
ceiling,72,2,mean_sea_level_pressure,131.139389,130.666275
ceiling,72,2,specific_humidity_700,0.001006041304,0.001004539547
ceiling,72,2,u_component_of_wind_500,3.26078105,3.255964279
ceiling,72,2,v_component_of_wind_500,3.278087378,3.272379875
ceiling,72,3,geopotential_500,135.7011414,135.6042938
ceiling,72,3,temperature_850,1.149187922,1.149380684
ceiling,72,3,2m_temperature,1.15236187,1.152368307
ceiling,72,3,mean_sea_level_pressure,142.2685852,142.2447662
ceiling,72,3,specific_humidity_700,0.001077184104,0.001076259301
ceiling,72,3,u_component_of_wind_500,3.139659405,3.138641834
ceiling,72,3,v_component_of_wind_500,3.136463165,3.13608098
ceiling,72,4,geopotential_500,127.4992523,127.3565826
ceiling,72,4,temperature_850,1.183353662,1.183196902
ceiling,72,4,2m_temperature,1.167364001,1.16535902
ceiling,72,4,mean_sea_level_pressure,130.3362427,130.4094543
ceiling,72,4,specific_humidity_700,0.001080899616,0.001080807415
ceiling,72,4,u_component_of_wind_500,3.036004782,3.033283949
ceiling,72,4,v_component_of_wind_500,3.016643047,3.012758493
ceiling,72,5,geopotential_500,152.1490784,151.9974976
ceiling,72,5,temperature_850,1.290026069,1.287284255
ceiling,72,5,2m_temperature,1.205604553,1.203872919
ceiling,72,5,mean_sea_level_pressure,146.798172,146.6544647
ceiling,72,5,specific_humidity_700,0.001076793415,0.001076001441
ceiling,72,5,u_component_of_wind_500,3.378434658,3.380555391
ceiling,72,5,v_component_of_wind_500,3.35435009,3.352873087
ceiling,72,6,geopotential_500,152.2701111,152.2172394
ceiling,72,6,temperature_850,1.162891269,1.163562536
ceiling,72,6,2m_temperature,1.306018114,1.305725098
ceiling,72,6,mean_sea_level_pressure,154.2539825,154.0518341
ceiling,72,6,specific_humidity_700,0.001011437736,0.001011549612
ceiling,72,6,u_component_of_wind_500,3.402720928,3.40190053
ceiling,72,6,v_component_of_wind_500,3.246471882,3.247611046
ceiling,72,7,geopotential_500,147.0172424,146.1747894
ceiling,72,7,temperature_850,1.289371967,1.287649989
ceiling,72,7,2m_temperature,1.233299732,1.231406212
ceiling,72,7,mean_sea_level_pressure,156.5502167,155.6876526
ceiling,72,7,specific_humidity_700,0.001060998649,0.001060803188
ceiling,72,7,u_component_of_wind_500,3.316596508,3.307271957
ceiling,72,7,v_component_of_wind_500,3.367277622,3.363282442
ceiling,72,8,geopotential_500,140.0823517,140.6720428
ceiling,72,8,temperature_850,1.274487972,1.274979591
ceiling,72,8,2m_temperature,1.17892158,1.178929687
ceiling,72,8,mean_sea_level_pressure,153.8844299,154.5426331
ceiling,72,8,specific_humidity_700,0.001050161896,0.00104978017
ceiling,72,8,u_component_of_wind_500,3.095495224,3.098545074
ceiling,72,8,v_component_of_wind_500,3.240101576,3.245993614
ceiling,72,9,geopotential_500,144.012619,143.5756683
ceiling,72,9,temperature_850,1.189181685,1.188466191
ceiling,72,9,2m_temperature,1.20859015,1.206979036
ceiling,72,9,mean_sea_level_pressure,136.0706329,135.693161
ceiling,72,9,specific_humidity_700,0.001033371198,0.001032909029
ceiling,72,9,u_component_of_wind_500,3.147054911,3.142626047
ceiling,72,9,v_component_of_wind_500,3.258063555,3.254282713
ceiling,72,10,geopotential_500,166.0948029,166.5497742
ceiling,72,10,temperature_850,1.275168538,1.275752902
ceiling,72,10,2m_temperature,1.212454796,1.21235919
ceiling,72,10,mean_sea_level_pressure,174.4650879,175.1825409
ceiling,72,10,specific_humidity_700,0.001070066239,0.001071396167
ceiling,72,10,u_component_of_wind_500,3.426183462,3.430420399
ceiling,72,10,v_component_of_wind_500,3.423252344,3.427554369
ceiling,72,11,geopotential_500,119.3244171,119.5297546
ceiling,72,11,temperature_850,1.122327328,1.12190032
ceiling,72,11,2m_temperature,1.129642367,1.128920317
ceiling,72,11,mean_sea_level_pressure,126.0577621,126.1227646
ceiling,72,11,specific_humidity_700,0.001003247802,0.001003504032
ceiling,72,11,u_component_of_wind_500,3.06842351,3.069641352
ceiling,72,11,v_component_of_wind_500,3.095822573,3.095491171
ceiling,72,12,geopotential_500,146.950882,147.3674011
ceiling,72,12,temperature_850,1.196897149,1.197304368
ceiling,72,12,2m_temperature,1.196251988,1.197089791
ceiling,72,12,mean_sea_level_pressure,151.9619446,152.3765717
ceiling,72,12,specific_humidity_700,0.001047671074,0.00104773324
ceiling,72,12,u_component_of_wind_500,2.987181902,2.991052389
ceiling,72,12,v_component_of_wind_500,3.143215179,3.148391008
ceiling,72,13,geopotential_500,155.573822,155.3936462
ceiling,72,13,temperature_850,1.280312777,1.280534744
ceiling,72,13,2m_temperature,1.269523501,1.269055724
ceiling,72,13,mean_sea_level_pressure,162.7786713,162.5239258
ceiling,72,13,specific_humidity_700,0.001005106838,0.001005021855
ceiling,72,13,u_component_of_wind_500,3.152199745,3.150882959
ceiling,72,13,v_component_of_wind_500,3.331307411,3.33066678
ceiling,72,14,geopotential_500,161.0097504,161.2938843
ceiling,72,14,temperature_850,1.285626769,1.286372662
ceiling,72,14,2m_temperature,1.254785776,1.255812049
